Participant,ContrastNum,X,Y,Z,Correlation
abs13ins20024_04204,Con2,50,20,41,0.99
abs13ins20024_04204,Con2,53,20,41,0.99
abs13ins20024_04204,Con2,56,20,41,1.00
abs13ins20024_04204,Con2,59,20,41,0.99
abs13ins20024_04204,Con2,62,20,41,0.98
abs13ins20024_04204,Con2,65,20,41,1.00
abs13ins20024_04204,Con2,68,20,41,0.98
abs13ins20024_04204,Con2,11,23,41,0.92
abs13ins20024_04204,Con2,14,23,41,0.95
abs13ins20024_04204,Con2,17,23,41,0.93
abs13ins20024_04204,Con2,20,23,41,0.80
abs13ins20024_04204,Con2,23,23,41,0.98
abs13ins20024_04204,Con2,26,23,41,0.99
abs13ins20024_04204,Con2,29,23,41,0.89
abs13ins20024_04204,Con2,32,23,41,0.90
abs13ins20024_04204,Con2,35,23,41,0.91
abs13ins20024_04204,Con2,38,23,41,0.86
abs13ins20024_04204,Con2,41,23,41,0.77
abs13ins20024_04204,Con2,44,23,41,0.92
abs13ins20024_04204,Con2,47,23,41,0.89
abs13ins20024_04204,Con2,50,23,41,0.99
abs13ins20024_04204,Con2,53,23,41,1.00
abs13ins20024_04204,Con2,56,23,41,1.00
abs13ins20024_04204,Con2,59,23,41,0.99
abs13ins20024_04204,Con2,62,23,41,0.91
abs13ins20024_04204,Con2,65,23,41,0.98
abs13ins20024_04204,Con2,68,23,41,0.99
abs13ins20024_04204,Con2,8,26,41,1.00
abs13ins20024_04204,Con2,11,26,41,0.97
abs13ins20024_04204,Con2,14,26,41,0.99
abs13ins20024_04204,Con2,17,26,41,0.96
abs13ins20024_04204,Con2,20,26,41,0.96
abs13ins20024_04204,Con2,23,26,41,0.98
abs13ins20024_04204,Con2,26,26,41,0.99
abs13ins20024_04204,Con2,29,26,41,0.97
abs13ins20024_04204,Con2,32,26,41,0.68
abs13ins20024_04204,Con2,35,26,41,0.94
abs13ins20024_04204,Con2,38,26,41,0.93
abs13ins20024_04204,Con2,41,26,41,0.93
abs13ins20024_04204,Con2,44,26,41,0.96
abs13ins20024_04204,Con2,47,26,41,0.87
abs13ins20024_04204,Con2,50,26,41,0.78
abs13ins20024_04204,Con2,53,26,41,0.99
abs13ins20024_04204,Con2,56,26,41,0.99
abs13ins20024_04204,Con2,59,26,41,0.99
abs13ins20024_04204,Con2,62,26,41,0.96
abs13ins20024_04204,Con2,65,26,41,0.97
abs13ins20024_04204,Con2,68,26,41,0.98
abs13ins20024_04204,Con2,71,26,41,1.00
abs13ins20024_04204,Con2,8,29,41,1.00
abs13ins20024_04204,Con2,11,29,41,0.95
abs13ins20024_04204,Con2,14,29,41,0.98
abs13ins20024_04204,Con2,17,29,41,0.92
abs13ins20024_04204,Con2,20,29,41,0.99
abs13ins20024_04204,Con2,23,29,41,0.97
abs13ins20024_04204,Con2,26,29,41,0.84
abs13ins20024_04204,Con2,29,29,41,0.98
abs13ins20024_04204,Con2,32,29,41,0.81
abs13ins20024_04204,Con2,35,29,41,0.97
abs13ins20024_04204,Con2,38,29,41,0.94
abs13ins20024_04204,Con2,41,29,41,0.54
abs13ins20024_04204,Con2,44,29,41,0.94
abs13ins20024_04204,Con2,47,29,41,0.98
abs13ins20024_04204,Con2,50,29,41,0.99
abs13ins20024_04204,Con2,53,29,41,1.00
abs13ins20024_04204,Con2,56,29,41,0.99
abs13ins20024_04204,Con2,59,29,41,0.98
abs13ins20024_04204,Con2,62,29,41,0.90
abs13ins20024_04204,Con2,65,29,41,0.78
abs13ins20024_04204,Con2,68,29,41,0.98
abs13ins20024_04204,Con2,71,29,41,0.98
abs13ins20024_04204,Con2,5,32,41,0.98
abs13ins20024_04204,Con2,8,32,41,0.99
abs13ins20024_04204,Con2,11,32,41,0.98
abs13ins20024_04204,Con2,14,32,41,0.98
abs13ins20024_04204,Con2,17,32,41,0.98
abs13ins20024_04204,Con2,20,32,41,0.94
abs13ins20024_04204,Con2,23,32,41,0.93
abs13ins20024_04204,Con2,26,32,41,0.79
abs13ins20024_04204,Con2,29,32,41,0.81
abs13ins20024_04204,Con2,32,32,41,0.96
abs13ins20024_04204,Con2,35,32,41,0.94
abs13ins20024_04204,Con2,38,32,41,0.98
abs13ins20024_04204,Con2,41,32,41,0.98
abs13ins20024_04204,Con2,44,32,41,0.99
abs13ins20024_04204,Con2,47,32,41,0.97
abs13ins20024_04204,Con2,50,32,41,1.00
abs13ins20024_04204,Con2,53,32,41,0.99
abs13ins20024_04204,Con2,56,32,41,0.99
abs13ins20024_04204,Con2,59,32,41,0.97
abs13ins20024_04204,Con2,62,32,41,0.76
abs13ins20024_04204,Con2,65,32,41,0.93
abs13ins20024_04204,Con2,68,32,41,0.99
abs13ins20024_04204,Con2,71,32,41,0.99
abs13ins20024_04204,Con2,74,32,41,0.98
abs13ins20024_04204,Con2,5,35,41,0.87
abs13ins20024_04204,Con2,8,35,41,0.99
abs13ins20024_04204,Con2,11,35,41,0.99
abs13ins20024_04204,Con2,14,35,41,1.00
abs13ins20024_04204,Con2,17,35,41,0.98
abs13ins20024_04204,Con2,20,35,41,0.96
abs13ins20024_04204,Con2,23,35,41,0.94
abs13ins20024_04204,Con2,26,35,41,0.91
abs13ins20024_04204,Con2,29,35,41,0.98
abs13ins20024_04204,Con2,32,35,41,0.82
abs13ins20024_04204,Con2,35,35,41,0.96
abs13ins20024_04204,Con2,38,35,41,0.91
abs13ins20024_04204,Con2,41,35,41,0.98
abs13ins20024_04204,Con2,44,35,41,0.96
abs13ins20024_04204,Con2,47,35,41,0.94
abs13ins20024_04204,Con2,50,35,41,0.94
abs13ins20024_04204,Con2,53,35,41,0.91
abs13ins20024_04204,Con2,56,35,41,0.95
abs13ins20024_04204,Con2,59,35,41,0.99
abs13ins20024_04204,Con2,62,35,41,0.98
abs13ins20024_04204,Con2,65,35,41,0.99
abs13ins20024_04204,Con2,68,35,41,0.97
abs13ins20024_04204,Con2,71,35,41,1.00
abs13ins20024_04204,Con2,74,35,41,0.96
abs13ins20024_04204,Con2,5,38,41,0.85
abs13ins20024_04204,Con2,8,38,41,0.99
abs13ins20024_04204,Con2,11,38,41,0.99
abs13ins20024_04204,Con2,14,38,41,0.99
abs13ins20024_04204,Con2,17,38,41,0.88
abs13ins20024_04204,Con2,20,38,41,0.98
abs13ins20024_04204,Con2,23,38,41,0.98
abs13ins20024_04204,Con2,26,38,41,0.81
abs13ins20024_04204,Con2,29,38,41,0.98
abs13ins20024_04204,Con2,32,38,41,0.96
abs13ins20024_04204,Con2,35,38,41,0.95
abs13ins20024_04204,Con2,38,38,41,0.82
abs13ins20024_04204,Con2,41,38,41,0.98
abs13ins20024_04204,Con2,44,38,41,0.96
abs13ins20024_04204,Con2,47,38,41,0.96
abs13ins20024_04204,Con2,50,38,41,0.96
abs13ins20024_04204,Con2,53,38,41,0.81
abs13ins20024_04204,Con2,56,38,41,0.96
abs13ins20024_04204,Con2,59,38,41,0.99
abs13ins20024_04204,Con2,62,38,41,0.98
abs13ins20024_04204,Con2,65,38,41,0.99
abs13ins20024_04204,Con2,68,38,41,0.98
abs13ins20024_04204,Con2,71,38,41,1.00
abs13ins20024_04204,Con2,74,38,41,1.00
abs13ins20024_04204,Con2,5,41,41,0.94
abs13ins20024_04204,Con2,8,41,41,1.00
abs13ins20024_04204,Con2,11,41,41,1.00
abs13ins20024_04204,Con2,14,41,41,0.98
abs13ins20024_04204,Con2,17,41,41,0.98
abs13ins20024_04204,Con2,20,41,41,0.93
abs13ins20024_04204,Con2,23,41,41,0.95
abs13ins20024_04204,Con2,26,41,41,0.81
abs13ins20024_04204,Con2,29,41,41,1.00
abs13ins20024_04204,Con2,32,41,41,0.99
abs13ins20024_04204,Con2,35,41,41,0.96
abs13ins20024_04204,Con2,38,41,41,0.99
abs13ins20024_04204,Con2,41,41,41,0.99
abs13ins20024_04204,Con2,44,41,41,0.89
abs13ins20024_04204,Con2,47,41,41,0.97
abs13ins20024_04204,Con2,50,41,41,0.99
abs13ins20024_04204,Con2,53,41,41,0.80
abs13ins20024_04204,Con2,56,41,41,0.90
abs13ins20024_04204,Con2,59,41,41,0.97
abs13ins20024_04204,Con2,62,41,41,0.91
abs13ins20024_04204,Con2,65,41,41,0.99
abs13ins20024_04204,Con2,68,41,41,0.99
abs13ins20024_04204,Con2,71,41,41,0.97
abs13ins20024_04204,Con2,74,41,41,0.99
abs13ins20024_04204,Con2,2,44,41,0.98
abs13ins20024_04204,Con2,5,44,41,0.98
abs13ins20024_04204,Con2,8,44,41,0.99
abs13ins20024_04204,Con2,11,44,41,0.99
abs13ins20024_04204,Con2,14,44,41,0.99
abs13ins20024_04204,Con2,17,44,41,0.97
abs13ins20024_04204,Con2,20,44,41,0.97
abs13ins20024_04204,Con2,23,44,41,0.94
abs13ins20024_04204,Con2,26,44,41,0.82
abs13ins20024_04204,Con2,29,44,41,0.99
abs13ins20024_04204,Con2,32,44,41,1.00
abs13ins20024_04204,Con2,35,44,41,0.94
abs13ins20024_04204,Con2,38,44,41,0.96
abs13ins20024_04204,Con2,41,44,41,0.94
abs13ins20024_04204,Con2,44,44,41,0.85
abs13ins20024_04204,Con2,47,44,41,0.99
abs13ins20024_04204,Con2,50,44,41,0.99
abs13ins20024_04204,Con2,53,44,41,0.98
abs13ins20024_04204,Con2,56,44,41,0.85
abs13ins20024_04204,Con2,59,44,41,0.88
abs13ins20024_04204,Con2,62,44,41,0.98
abs13ins20024_04204,Con2,65,44,41,1.00
abs13ins20024_04204,Con2,68,44,41,0.99
abs13ins20024_04204,Con2,71,44,41,0.99
abs13ins20024_04204,Con2,74,44,41,0.97
abs13ins20024_04204,Con2,2,47,41,0.95
abs13ins20024_04204,Con2,5,47,41,0.99
abs13ins20024_04204,Con2,8,47,41,0.98
abs13ins20024_04204,Con2,11,47,41,0.98
abs13ins20024_04204,Con2,14,47,41,0.99
abs13ins20024_04204,Con2,17,47,41,0.96
abs13ins20024_04204,Con2,20,47,41,0.95
abs13ins20024_04204,Con2,23,47,41,0.80
abs13ins20024_04204,Con2,26,47,41,0.94
abs13ins20024_04204,Con2,29,47,41,0.99
abs13ins20024_04204,Con2,32,47,41,1.00
abs13ins20024_04204,Con2,35,47,41,0.99
abs13ins20024_04204,Con2,38,47,41,0.97
abs13ins20024_04204,Con2,41,47,41,0.98
abs13ins20024_04204,Con2,44,47,41,0.98
abs13ins20024_04204,Con2,47,47,41,0.99
abs13ins20024_04204,Con2,50,47,41,0.99
abs13ins20024_04204,Con2,53,47,41,0.99
abs13ins20024_04204,Con2,56,47,41,0.96
abs13ins20024_04204,Con2,59,47,41,0.96
abs13ins20024_04204,Con2,62,47,41,0.99
abs13ins20024_04204,Con2,65,47,41,0.99
abs13ins20024_04204,Con2,68,47,41,0.98
abs13ins20024_04204,Con2,71,47,41,1.00
abs13ins20024_04204,Con2,74,47,41,0.90
abs13ins20024_04204,Con2,2,50,41,0.98
abs13ins20024_04204,Con2,5,50,41,0.99
abs13ins20024_04204,Con2,8,50,41,0.87
abs13ins20024_04204,Con2,11,50,41,0.99
abs13ins20024_04204,Con2,14,50,41,1.00
abs13ins20024_04204,Con2,17,50,41,0.99
abs13ins20024_04204,Con2,20,50,41,0.91
abs13ins20024_04204,Con2,23,50,41,0.75
abs13ins20024_04204,Con2,26,50,41,0.94
abs13ins20024_04204,Con2,29,50,41,0.98
abs13ins20024_04204,Con2,32,50,41,0.99
abs13ins20024_04204,Con2,35,50,41,0.97
abs13ins20024_04204,Con2,38,50,41,0.99
abs13ins20024_04204,Con2,41,50,41,0.99
abs13ins20024_04204,Con2,44,50,41,0.99
abs13ins20024_04204,Con2,47,50,41,0.99
abs13ins20024_04204,Con2,50,50,41,0.96
abs13ins20024_04204,Con2,53,50,41,0.99
abs13ins20024_04204,Con2,56,50,41,0.91
abs13ins20024_04204,Con2,59,50,41,0.98
abs13ins20024_04204,Con2,62,50,41,0.99
abs13ins20024_04204,Con2,65,50,41,1.00
abs13ins20024_04204,Con2,68,50,41,0.97
abs13ins20024_04204,Con2,71,50,41,1.00
abs13ins20024_04204,Con2,74,50,41,0.97
abs13ins20024_04204,Con2,2,53,41,0.95
abs13ins20024_04204,Con2,5,53,41,1.00
abs13ins20024_04204,Con2,8,53,41,0.93
abs13ins20024_04204,Con2,11,53,41,0.98
abs13ins20024_04204,Con2,14,53,41,0.98
abs13ins20024_04204,Con2,17,53,41,0.94
abs13ins20024_04204,Con2,20,53,41,0.86
abs13ins20024_04204,Con2,23,53,41,0.89
abs13ins20024_04204,Con2,26,53,41,0.95
abs13ins20024_04204,Con2,29,53,41,0.98
abs13ins20024_04204,Con2,32,53,41,0.99
abs13ins20024_04204,Con2,35,53,41,0.86
abs13ins20024_04204,Con2,38,53,41,0.98
abs13ins20024_04204,Con2,41,53,41,0.98
abs13ins20024_04204,Con2,44,53,41,0.98
abs13ins20024_04204,Con2,47,53,41,0.99
abs13ins20024_04204,Con2,50,53,41,0.95
abs13ins20024_04204,Con2,53,53,41,1.00
abs13ins20024_04204,Con2,56,53,41,0.98
abs13ins20024_04204,Con2,59,53,41,0.97
abs13ins20024_04204,Con2,62,53,41,0.99
abs13ins20024_04204,Con2,65,53,41,0.99
abs13ins20024_04204,Con2,68,53,41,1.00
abs13ins20024_04204,Con2,71,53,41,0.97
abs13ins20024_04204,Con2,74,53,41,0.99
abs13ins20024_04204,Con2,5,56,41,1.00
abs13ins20024_04204,Con2,8,56,41,0.97
abs13ins20024_04204,Con2,11,56,41,0.96
abs13ins20024_04204,Con2,14,56,41,0.99
abs13ins20024_04204,Con2,17,56,41,0.99
abs13ins20024_04204,Con2,20,56,41,0.93
abs13ins20024_04204,Con2,23,56,41,0.98
abs13ins20024_04204,Con2,26,56,41,0.98
abs13ins20024_04204,Con2,29,56,41,0.97
abs13ins20024_04204,Con2,32,56,41,0.97
abs13ins20024_04204,Con2,35,56,41,0.94
abs13ins20024_04204,Con2,38,56,41,0.97
abs13ins20024_04204,Con2,41,56,41,0.98
abs13ins20024_04204,Con2,44,56,41,0.99
abs13ins20024_04204,Con2,47,56,41,0.98
abs13ins20024_04204,Con2,50,56,41,0.99
abs13ins20024_04204,Con2,53,56,41,0.98
abs13ins20024_04204,Con2,56,56,41,0.98
abs13ins20024_04204,Con2,59,56,41,0.98
abs13ins20024_04204,Con2,62,56,41,0.99
abs13ins20024_04204,Con2,65,56,41,1.00
abs13ins20024_04204,Con2,68,56,41,1.00
abs13ins20024_04204,Con2,71,56,41,0.91
abs13ins20024_04204,Con2,74,56,41,0.98
abs13ins20024_04204,Con2,5,59,41,1.00
abs13ins20024_04204,Con2,8,59,41,0.98
abs13ins20024_04204,Con2,11,59,41,0.96
abs13ins20024_04204,Con2,14,59,41,0.99
abs13ins20024_04204,Con2,17,59,41,0.99
abs13ins20024_04204,Con2,20,59,41,0.92
abs13ins20024_04204,Con2,23,59,41,0.99
abs13ins20024_04204,Con2,26,59,41,1.00
abs13ins20024_04204,Con2,29,59,41,0.98
abs13ins20024_04204,Con2,32,59,41,0.47
abs13ins20024_04204,Con2,35,59,41,0.92
abs13ins20024_04204,Con2,38,59,41,0.98
abs13ins20024_04204,Con2,41,59,41,0.99
abs13ins20024_04204,Con2,44,59,41,0.99
abs13ins20024_04204,Con2,47,59,41,0.95
abs13ins20024_04204,Con2,50,59,41,0.99
abs13ins20024_04204,Con2,53,59,41,0.98
abs13ins20024_04204,Con2,56,59,41,0.98
abs13ins20024_04204,Con2,59,59,41,0.97
abs13ins20024_04204,Con2,62,59,41,0.94
abs13ins20024_04204,Con2,65,59,41,0.99
abs13ins20024_04204,Con2,68,59,41,1.00
abs13ins20024_04204,Con2,71,59,41,0.79
abs13ins20024_04204,Con2,5,62,41,1.00
abs13ins20024_04204,Con2,8,62,41,0.99
abs13ins20024_04204,Con2,11,62,41,0.99
abs13ins20024_04204,Con2,14,62,41,0.98
abs13ins20024_04204,Con2,17,62,41,0.97
abs13ins20024_04204,Con2,20,62,41,0.90
abs13ins20024_04204,Con2,23,62,41,0.99
abs13ins20024_04204,Con2,26,62,41,1.00
abs13ins20024_04204,Con2,29,62,41,0.99
abs13ins20024_04204,Con2,32,62,41,0.95
abs13ins20024_04204,Con2,35,62,41,0.94
abs13ins20024_04204,Con2,38,62,41,0.97
abs13ins20024_04204,Con2,41,62,41,0.96
abs13ins20024_04204,Con2,44,62,41,1.00
abs13ins20024_04204,Con2,47,62,41,0.99
abs13ins20024_04204,Con2,50,62,41,0.97
abs13ins20024_04204,Con2,53,62,41,0.91
abs13ins20024_04204,Con2,56,62,41,0.90
abs13ins20024_04204,Con2,59,62,41,0.96
abs13ins20024_04204,Con2,62,62,41,0.99
abs13ins20024_04204,Con2,65,62,41,1.00
abs13ins20024_04204,Con2,68,62,41,1.00
abs13ins20024_04204,Con2,71,62,41,0.84
abs13ins20024_04204,Con2,8,65,41,0.99
abs13ins20024_04204,Con2,11,65,41,0.99
abs13ins20024_04204,Con2,14,65,41,0.97
abs13ins20024_04204,Con2,17,65,41,0.98
abs13ins20024_04204,Con2,20,65,41,0.90
abs13ins20024_04204,Con2,23,65,41,0.99
abs13ins20024_04204,Con2,26,65,41,1.00
abs13ins20024_04204,Con2,29,65,41,1.00
abs13ins20024_04204,Con2,32,65,41,1.00
abs13ins20024_04204,Con2,35,65,41,0.99
abs13ins20024_04204,Con2,38,65,41,0.97
abs13ins20024_04204,Con2,41,65,41,0.95
abs13ins20024_04204,Con2,44,65,41,0.99
abs13ins20024_04204,Con2,47,65,41,0.99
abs13ins20024_04204,Con2,50,65,41,0.97
abs13ins20024_04204,Con2,53,65,41,0.96
abs13ins20024_04204,Con2,56,65,41,0.98
abs13ins20024_04204,Con2,59,65,41,0.98
abs13ins20024_04204,Con2,62,65,41,0.99
abs13ins20024_04204,Con2,65,65,41,1.00
abs13ins20024_04204,Con2,68,65,41,1.00
abs13ins20024_04204,Con2,71,65,41,0.98
abs13ins20024_04204,Con2,8,68,41,0.99
abs13ins20024_04204,Con2,11,68,41,0.94
abs13ins20024_04204,Con2,14,68,41,0.86
abs13ins20024_04204,Con2,17,68,41,0.96
abs13ins20024_04204,Con2,20,68,41,1.00
abs13ins20024_04204,Con2,23,68,41,1.00
abs13ins20024_04204,Con2,26,68,41,1.00
abs13ins20024_04204,Con2,29,68,41,1.00
abs13ins20024_04204,Con2,32,68,41,1.00
abs13ins20024_04204,Con2,35,68,41,1.00
abs13ins20024_04204,Con2,38,68,41,0.98
abs13ins20024_04204,Con2,41,68,41,0.98
abs13ins20024_04204,Con2,44,68,41,0.99
abs13ins20024_04204,Con2,47,68,41,0.99
abs13ins20024_04204,Con2,50,68,41,0.98
abs13ins20024_04204,Con2,53,68,41,0.99
abs13ins20024_04204,Con2,56,68,41,1.00
abs13ins20024_04204,Con2,59,68,41,0.98
abs13ins20024_04204,Con2,62,68,41,0.95
abs13ins20024_04204,Con2,65,68,41,1.00
abs13ins20024_04204,Con2,68,68,41,0.99
abs13ins20024_04204,Con2,11,71,41,0.87
abs13ins20024_04204,Con2,14,71,41,0.95
abs13ins20024_04204,Con2,17,71,41,0.99
abs13ins20024_04204,Con2,20,71,41,1.00
abs13ins20024_04204,Con2,23,71,41,0.98
abs13ins20024_04204,Con2,26,71,41,0.98
abs13ins20024_04204,Con2,29,71,41,0.94
abs13ins20024_04204,Con2,32,71,41,0.99
abs13ins20024_04204,Con2,35,71,41,0.97
abs13ins20024_04204,Con2,38,71,41,0.99
abs13ins20024_04204,Con2,41,71,41,0.99
abs13ins20024_04204,Con2,44,71,41,0.97
abs13ins20024_04204,Con2,47,71,41,0.95
abs13ins20024_04204,Con2,50,71,41,1.00
abs13ins20024_04204,Con2,53,71,41,1.00
abs13ins20024_04204,Con2,56,71,41,1.00
abs13ins20024_04204,Con2,59,71,41,1.00
abs13ins20024_04204,Con2,62,71,41,1.00
abs13ins20024_04204,Con2,65,71,41,1.00
abs13ins20024_04204,Con2,68,71,41,0.97
abs13ins20024_04204,Con2,11,74,41,0.97
abs13ins20024_04204,Con2,14,74,41,0.90
abs13ins20024_04204,Con2,17,74,41,0.97
abs13ins20024_04204,Con2,20,74,41,0.98
abs13ins20024_04204,Con2,23,74,41,0.98
abs13ins20024_04204,Con2,26,74,41,0.95
abs13ins20024_04204,Con2,29,74,41,0.88
abs13ins20024_04204,Con2,32,74,41,0.97
abs13ins20024_04204,Con2,35,74,41,0.93
abs13ins20024_04204,Con2,38,74,41,1.00
abs13ins20024_04204,Con2,41,74,41,0.98
abs13ins20024_04204,Con2,44,74,41,0.95
abs13ins20024_04204,Con2,47,74,41,0.97
abs13ins20024_04204,Con2,50,74,41,0.99
abs13ins20024_04204,Con2,53,74,41,1.00
abs13ins20024_04204,Con2,56,74,41,1.00
abs13ins20024_04204,Con2,59,74,41,0.99
abs13ins20024_04204,Con2,62,74,41,0.99
abs13ins20024_04204,Con2,65,74,41,0.98
abs13ins20024_04204,Con2,14,77,41,0.99
abs13ins20024_04204,Con2,17,77,41,1.00
abs13ins20024_04204,Con2,20,77,41,0.99
abs13ins20024_04204,Con2,23,77,41,0.95
abs13ins20024_04204,Con2,26,77,41,0.97
abs13ins20024_04204,Con2,29,77,41,0.96
abs13ins20024_04204,Con2,32,77,41,0.98
abs13ins20024_04204,Con2,35,77,41,0.98
abs13ins20024_04204,Con2,38,77,41,0.99
abs13ins20024_04204,Con2,41,77,41,0.99
abs13ins20024_04204,Con2,44,77,41,0.98
abs13ins20024_04204,Con2,47,77,41,0.98
abs13ins20024_04204,Con2,50,77,41,0.97
abs13ins20024_04204,Con2,53,77,41,1.00
abs13ins20024_04204,Con2,56,77,41,1.00
abs13ins20024_04204,Con2,59,77,41,1.00
abs13ins20024_04204,Con2,62,77,41,0.99
abs13ins20024_04204,Con2,65,77,41,0.98
abs13ins20024_04204,Con2,17,80,41,0.99
abs13ins20024_04204,Con2,20,80,41,1.00
abs13ins20024_04204,Con2,23,80,41,0.99
abs13ins20024_04204,Con2,26,80,41,0.86
abs13ins20024_04204,Con2,29,80,41,0.95
abs13ins20024_04204,Con2,32,80,41,0.94
abs13ins20024_04204,Con2,35,80,41,0.99
abs13ins20024_04204,Con2,38,80,41,0.98
abs13ins20024_04204,Con2,41,80,41,1.00
abs13ins20024_04204,Con2,44,80,41,0.96
abs13ins20024_04204,Con2,47,80,41,0.95
abs13ins20024_04204,Con2,50,80,41,0.99
abs13ins20024_04204,Con2,53,80,41,1.00
abs13ins20024_04204,Con2,56,80,41,1.00
abs13ins20024_04204,Con2,59,80,41,1.00
abs13ins20024_04204,Con2,62,80,41,0.99
abs13ins20024_04204,Con2,20,83,41,0.98
abs13ins20024_04204,Con2,23,83,41,0.99
abs13ins20024_04204,Con2,26,83,41,1.00
abs13ins20024_04204,Con2,29,83,41,1.00
abs13ins20024_04204,Con2,32,83,41,1.00
abs13ins20024_04204,Con2,35,83,41,0.99
abs13ins20024_04204,Con2,38,83,41,0.98
abs13ins20024_04204,Con2,41,83,41,1.00
abs13ins20024_04204,Con2,44,83,41,1.00
abs13ins20024_04204,Con2,47,83,41,1.00
abs13ins20024_04204,Con2,50,83,41,1.00
abs13ins20024_04204,Con2,53,83,41,1.00
abs13ins20024_04204,Con2,56,83,41,0.98
abs13ins20024_04204,Con2,59,83,41,1.00
abs13ins20024_04204,Con2,23,86,41,1.00
abs13ins20024_04204,Con2,26,86,41,0.98
abs13ins20024_04204,Con2,29,86,41,0.99
abs13ins20024_04204,Con2,32,86,41,1.00
abs13ins20024_04204,Con2,35,86,41,1.00
abs13ins20024_04204,Con2,38,86,41,0.99
abs13ins20024_04204,Con2,41,86,41,0.99
abs13ins20024_04204,Con2,44,86,41,1.00
abs13ins20024_04204,Con2,47,86,41,0.99
abs13ins20024_04204,Con2,50,86,41,1.00
abs13ins20024_04204,Con2,53,86,41,1.00
abs13ins20024_04204,Con2,56,86,41,0.99
abs13ins20024_04204,Con2,26,89,41,1.00
abs13ins20024_04204,Con2,29,89,41,1.00
abs13ins20024_04204,Con2,32,89,41,0.99
abs13ins20024_04204,Con2,35,89,41,0.99
abs13ins20024_04204,Con2,38,89,41,0.99
abs13ins20024_04204,Con2,41,89,41,0.98
abs13ins20024_04204,Con2,44,89,41,0.99
abs13ins20024_04204,Con2,47,89,41,1.00
abs13ins20024_04204,Con2,50,89,41,1.00
abs13ins20024_04204,Con2,23,11,44,1.00
abs13ins20024_04204,Con2,26,11,44,0.99
abs13ins20024_04204,Con2,29,11,44,0.99
abs13ins20024_04204,Con2,32,11,44,0.98
abs13ins20024_04204,Con2,35,11,44,0.98
abs13ins20024_04204,Con2,38,11,44,0.99
abs13ins20024_04204,Con2,41,11,44,0.99
abs13ins20024_04204,Con2,44,11,44,0.95
abs13ins20024_04204,Con2,47,11,44,0.99
abs13ins20024_04204,Con2,50,11,44,1.00
abs13ins20024_04204,Con2,53,11,44,0.99
abs13ins20024_04204,Con2,56,11,44,0.98
abs13ins20024_04204,Con2,20,14,44,0.95
abs13ins20024_04204,Con2,23,14,44,0.97
abs13ins20024_04204,Con2,26,14,44,0.98
abs13ins20024_04204,Con2,29,14,44,0.99
abs13ins20024_04204,Con2,32,14,44,0.98
abs13ins20024_04204,Con2,35,14,44,0.96
abs13ins20024_04204,Con2,38,14,44,0.90
abs13ins20024_04204,Con2,41,14,44,0.97
abs13ins20024_04204,Con2,44,14,44,0.98
abs13ins20024_04204,Con2,47,14,44,0.97
abs13ins20024_04204,Con2,50,14,44,0.99
abs13ins20024_04204,Con2,53,14,44,0.98
abs13ins20024_04204,Con2,56,14,44,0.99
abs13ins20024_04204,Con2,59,14,44,0.99
abs13ins20024_04204,Con2,62,14,44,0.98
abs13ins20024_04204,Con2,14,17,44,0.97
abs13ins20024_04204,Con2,17,17,44,0.60
abs13ins20024_04204,Con2,20,17,44,0.81
abs13ins20024_04204,Con2,23,17,44,0.95
abs13ins20024_04204,Con2,26,17,44,0.96
abs13ins20024_04204,Con2,29,17,44,0.94
abs13ins20024_04204,Con2,32,17,44,0.97
abs13ins20024_04204,Con2,35,17,44,0.96
abs13ins20024_04204,Con2,38,17,44,0.99
abs13ins20024_04204,Con2,41,17,44,0.99
abs13ins20024_04204,Con2,44,17,44,0.95
abs13ins20024_04204,Con2,47,17,44,0.94
abs13ins20024_04204,Con2,50,17,44,0.93
abs13ins20024_04204,Con2,53,17,44,0.99
abs13ins20024_04204,Con2,56,17,44,0.99
abs13ins20024_04204,Con2,59,17,44,0.99
abs13ins20024_04204,Con2,62,17,44,0.99
abs13ins20024_04204,Con2,65,17,44,0.99
abs13ins20024_04204,Con2,11,20,44,0.99
abs13ins20024_04204,Con2,14,20,44,0.94
abs13ins20024_04204,Con2,17,20,44,0.74
abs13ins20024_04204,Con2,20,20,44,0.60
abs13ins20024_04204,Con2,23,20,44,0.93
abs13ins20024_04204,Con2,26,20,44,0.97
abs13ins20024_04204,Con2,29,20,44,0.92
abs13ins20024_04204,Con2,32,20,44,0.79
abs13ins20024_04204,Con2,35,20,44,0.95
abs13ins20024_04204,Con2,38,20,44,0.99
abs13ins20024_04204,Con2,41,20,44,0.96
abs13ins20024_04204,Con2,44,20,44,0.99
abs13ins20024_04204,Con2,47,20,44,0.98
abs13ins20024_04204,Con2,50,20,44,0.99
abs13ins20024_04204,Con2,53,20,44,0.99
abs13ins20024_04204,Con2,56,20,44,0.99
abs13ins20024_04204,Con2,59,20,44,0.97
abs13ins20024_04204,Con2,62,20,44,0.88
abs13ins20024_04204,Con2,65,20,44,0.97
abs13ins20024_04204,Con2,68,20,44,0.98
abs13ins20024_04204,Con2,11,23,44,0.93
abs13ins20024_04204,Con2,14,23,44,0.82
abs13ins20024_04204,Con2,17,23,44,0.98
abs13ins20024_04204,Con2,20,23,44,0.90
abs13ins20024_04204,Con2,23,23,44,0.99
abs13ins20024_04204,Con2,26,23,44,0.97
